Customer ID,Visits,Items Bought,Spending
14566,1,2,15.45
1908,1,2,15.45
17794,1,2,15.25
10940,1,2,15.16
23736,1,2,15.16
684,1,2,15.16
13298,1,2,15.11
11464,1,2,15.1
23196,1,2,15.1
3214,1,2,15.08
10142,1,2,15
10540,1,2,15
10548,1,1,15
10988,1,2,15
11428,1,1,15
11440,1,1,15
11580,1,1,15
11628,1,2,15
11712,1,2,15
12102,1,2,15
12306,1,1,15
12982,1,1,15
13226,1,2,15
13740,1,1,15
14136,1,2,15
14868,1,1,15
15044,1,1,15
15056,1,2,15
15524,1,2,15
15732,1,1,15
16070,1,2,15
1692,1,2,15
1778,1,2,15
20306,1,1,15
20808,1,2,15
20864,1,2,15
21634,1,2,15
22362,1,1,15
22634,1,1,15
22706,1,1,15
22806,1,1,15
22942,1,1,15
23294,1,1,15
23532,1,1,15
25220,1,2,15
25860,1,1,15
27172,1,2,15
28572,1,1,15
29512,1,2,15
30270,1,1,15
3222,1,2,15
3394,1,1,15
3918,1,1,15
4076,1,1,15
4698,1,2,15
4706,1,1,15
5948,1,1,15
6242,1,1,15
6626,1,2,15
7494,1,1,15
8360,1,2,15
8562,1,1,15
8660,1,2,15
9340,1,2,15
9382,1,2,15
9734,1,1,15
9812,1,1,15
5248,1,2,14.98
20800,1,3,14.63
6718,1,1,14.62
13374,1,1,14.55
23864,1,1,14.55
15600,1,2,14.5
16126,1,2,14.5
19184,1,2,14.5
25632,1,2,14.5
9426,1,2,14.5
12994,1,2,14.45
28774,1,2,14.17
1652,1,2,14.1
10492,1,2,14.02
16310,1,2,14.02
18794,1,2,14.02
5416,1,2,14.01
10120,1,2,14
10830,1,2,14
10898,1,2,14
11508,1,2,14
11704,1,2,14
11942,1,2,14
12048,1,2,14
1318,1,1,14
13700,1,2,14
14304,1,2,14
14322,1,2,14
15016,1,1,14
15196,1,2,14
15294,1,1,14
15584,1,2,14
15632,1,2,14
15864,1,2,14
16202,1,2,14
16218,1,2,14
16246,1,2,14
17726,1,1,14
18012,1,2,14
20394,1,2,14
20480,1,2,14
20608,1,2,14
20700,1,2,14
22830,1,1,14
24146,1,2,14
25144,1,2,14
25510,1,1,14
27892,1,2,14
30262,1,2,14
3370,1,1,14
4584,1,2,14
5806,1,1,14
5862,1,2,14
6368,1,1,14
6962,1,2,14
8488,1,2,14
8570,1,2,14
8940,1,2,14
9144,1,2,14
13688,1,2,13.95
11660,1,2,13.9
19388,1,2,13.9
19736,1,2,13.9
20100,1,2,13.9
25410,1,2,13.9
25956,1,2,13.9
3296,1,2,13.9
5068,1,2,13.9
5314,1,2,13.9
6396,1,2,13.9
7974,1,2,13.9
24222,1,2,13.8
24900,1,2,13.8
25364,1,2,13.8
22330,1,1,13.78
12018,1,1,13.71
3518,1,1,13.57
12682,1,1,13.54
13378,1,2,13.54
28240,1,1,13.54
5008,1,1,13.54
11060,1,1,13.5
14094,1,3,13.5
14202,1,1,13.5
14502,1,2,13.5
14594,1,1,13.5
14642,1,2,13.5
15326,1,1,13.5
15696,1,1,13.5
15800,1,2,13.5
16024,1,2,13.5
16086,1,2,13.5
20446,1,1,13.5
20596,1,1,13.5
21702,1,1,13.5
22418,1,2,13.5
25604,1,2,13.5
25732,1,1,13.5
4702,1,1,13.5
4750,1,2,13.5
5818,1,2,13.5
6686,1,2,13.5
7726,1,1,13.5
7846,1,2,13.5
9920,1,1,13.5
11724,1,1,13.41
14710,1,1,13.2
9530,1,1,13.2
1272,1,1,13.02
2086,1,1,13.02
848,1,1,13.02
96,1,1,13.02
10372,1,2,13
10572,1,2,13
10854,1,2,13
11048,1,2,13
11096,1,2,13
11316,1,2,13
12086,1,2,13
12162,1,2,13
12226,1,2,13
12270,1,2,13
1246,1,2,13
13030,1,2,13
13330,1,1,13
13980,1,2,13
14406,1,2,13
14952,1,2,13
15104,1,2,13
15200,1,2,13
15244,1,1,13
15350,1,2,13
15636,1,2,13
15978,1,2,13
16458,1,2,13
19476,1,1,13
19602,1,1,13
19716,1,2,13
20160,1,2,13
21518,1,2,13
22510,1,1,13
24178,1,2,13
26756,1,2,13
3570,1,2,13
3854,1,2,13
4464,1,2,13
5208,1,2,13
6320,1,2,13
7124,1,2,13
7550,1,2,13
7630,1,2,13
7990,1,2,13
8098,1,2,13
8254,1,2,13
9088,1,1,13
9606,1,2,13
9730,1,2,13
12774,1,1,12.99
13852,1,1,12.99
1744,1,1,12.99
17880,1,1,12.99
20568,1,1,12.99
9594,1,1,12.99
14162,1,2,12.94
20632,1,1,12.93
24344,1,1,12.93
19500,1,2,12.9
24186,1,2,12.9
132,1,1,12.87
3102,1,3,12.83
13520,1,3,12.75
15426,1,3,12.75
24912,1,3,12.75
5474,1,2,12.75
9970,1,2,12.75
27722,1,3,12.71
10004,1,1,12.7
10272,1,1,12.7
10432,1,1,12.7
10804,1,1,12.7
10890,1,1,12.7
11152,1,1,12.7
12234,1,1,12.7
14964,1,1,12.7
15484,1,1,12.7
17996,1,1,12.7
18040,1,1,12.7
19860,1,1,12.7
19924,1,1,12.7
19992,1,1,12.7
20832,1,1,12.7
21014,1,1,12.7
21586,1,1,12.7
21658,1,1,12.7
22442,1,1,12.7
26652,1,1,12.7
30358,1,1,12.7
4856,1,1,12.7
4956,1,1,12.7
6032,1,1,12.7
7406,1,1,12.7
7526,1,1,12.7
8062,1,1,12.7
8150,1,1,12.7
8924,1,1,12.7
9152,1,1,12.7
9272,1,1,12.7
9684,1,1,12.7
19638,1,6,12.61
10452,1,2,12.5
11608,1,1,12.5
14354,1,1,12.5
15592,1,2,12.5
15756,1,2,12.5
15764,1,1,12.5
15812,1,2,12.5
15974,1,1,12.5
15994,1,1,12.5
16114,1,1,12.5
18004,1,1,12.5
19250,1,2,12.5
23074,1,1,12.5
23496,1,1,12.5
25454,1,4,12.5
3718,1,1,12.5
5172,1,2,12.5
5532,1,2,12.5
6194,1,2,12.5
6412,1,2,12.5
7148,1,1,12.5
8186,1,1,12.5
8598,1,1,12.5
8832,1,1,12.5
8884,1,1,12.5
8888,1,1,12.5
4576,1,2,12.46
18052,1,2,12.45
24618,1,2,12.45
7108,1,2,12.45
6436,1,1,12.19
24398,1,1,12.12
10020,1,1,12
10344,1,2,12
10516,1,1,12
10564,1,1,12
10862,1,1,12
10996,1,1,12
11016,1,1,12
11104,1,1,12
11116,1,1,12
11256,1,1,12
11492,1,1,12
11562,1,1,12
11588,1,1,12
11640,1,1,12
11808,1,1,12
11894,1,2,12
12698,1,1,12
13010,1,1,12
13038,1,1,12
13636,1,2,12
13668,1,1,12
13860,1,1,12
14044,1,1,12
14086,1,2,12
14150,1,1,12
14284,1,1,12
14442,1,2,12
14518,1,1,12
14574,1,1,12
14626,1,1,12
14718,1,1,12
14758,1,1,12
14772,1,1,12
15124,1,2,12
15164,1,1,12
15520,1,1,12
15548,1,2,12
15872,1,1,12
16194,1,1,12
16302,1,1,12
16486,1,1,12
17766,1,2,12
17872,1,2,12
18802,1,1,12
18918,1,2,12
19102,1,1,12
19400,1,1,12
19670,1,1,12
19984,1,2,12
20056,1,1,12
20092,1,1,12
20294,1,1,12
20888,1,1,12
20968,1,1,12
20976,1,1,12
21146,1,1,12
21498,1,1,12
21538,1,1,12
22394,1,1,12
22538,1,1,12
23172,1,1,12
23696,1,1,12
24054,1,1,12
24988,1,1,12
25060,1,1,12
25148,1,2,12
28608,1,1,12
4382,1,2,12
4746,1,1,12
4852,1,1,12
5016,1,1,12
5716,1,1,12
6654,1,1,12
6786,1,2,12
7298,1,1,12
7418,1,1,12
7422,1,2,12
7566,1,1,12
7582,1,1,12
7722,1,3,12
7892,1,1,12
7912,1,2,12
8376,1,1,12
8606,1,1,12
8700,1,1,12
8720,1,1,12
9632,1,1,12
13278,1,2,11.95
4976,1,3,11.95
6154,1,2,11.95
6304,1,2,11.95
6630,1,2,11.95
7228,1,2,11.95
21574,1,2,11.92
10812,1,2,11.91
12544,1,1,11.91
16278,1,1,11.91
992,1,1,11.91
10440,1,2,11.9
11412,1,2,11.9
11512,1,2,11.9
13556,1,2,11.9
15844,1,2,11.9
18724,1,2,11.9
23848,1,2,11.9
25964,1,2,11.9
4930,1,2,11.9
5724,1,2,11.9
5908,1,2,11.9
7192,1,2,11.9
7268,1,2,11.9
8656,1,2,11.9
9676,1,2,11.9
10866,1,3,11.9
12440,1,2,11.86
12608,1,1,11.86
19164,1,1,11.86
19312,1,2,11.86
8380,1,2,11.86
12974,1,3,11.85
17790,1,3,11.85
14426,1,3,11.85
11172,1,2,11.8
20932,1,3,11.8
4880,1,4,11.8
12158,1,2,11.75
21460,1,2,11.75
25136,1,2,11.75
10324,1,6,11.7
10612,1,6,11.7
11480,1,6,11.7
19332,1,6,11.7
22570,1,6,11.7
24360,1,1,11.7
4338,1,6,11.7
8908,1,6,11.7
12170,1,2,11.69
4896,1,2,11.69
18782,1,2,11.64
10328,1,2,11.5
12912,1,2,11.5
13354,1,2,11.5
14828,1,2,11.5
20848,1,2,11.5
24466,1,2,11.5
24478,1,1,11.5
4504,1,2,11.5
5188,1,1,11.5
7342,1,2,11.5
25780,1,1,11.48
4458,2,4,11.46
23220,1,2,11.45
23350,1,2,11.45
5036,1,2,11.45
13182,1,3,11.4
18856,1,3,11.4
7430,1,3,11.4
12026,1,3,11.38
8692,1,1,11.38
17916,1,2,11.37
9212,1,2,11.26
5996,1,2,11.25
10116,1,1,11.2
11020,1,1,11.2
12658,1,1,11.2
14186,1,2,11.2
17928,1,2,11.2
19544,1,2,11.2
24430,1,1,11.2
24944,1,1,11.2
7986,1,2,11.2
25442,1,2,11.15
10182,1,1,11
10488,1,2,11
10520,1,2,11
10720,1,1,11
10760,1,1,11
10834,1,1,11
11032,1,1,11
11180,1,2,11
11228,1,1,11
11326,1,1,11
11330,1,1,11
11456,1,1,11
11604,1,1,11
12138,1,1,11
12258,1,1,11
12464,1,2,11
12484,1,1,11
12564,1,1,11
12670,1,1,11
12762,1,1,11
12892,1,2,11
13026,1,2,11
13174,1,1,11
13828,1,1,11
13936,1,2,11
13964,1,1,11
14128,1,1,11
14250,1,1,11
14258,1,1,11
14734,1,1,11
14860,1,1,11
14988,1,1,11
15072,1,2,11
15236,1,1,11
15278,1,1,11
15390,1,1,11
15430,1,1,11
15516,1,2,11
15572,1,2,11
15910,1,2,11
16150,1,1,11
16258,1,1,11
16386,1,2,11
17730,1,1,11
17896,1,1,11
17960,1,1,11
18966,1,1,11
19018,1,2,11
19050,1,1,11
19098,1,1,11
19292,1,2,11
20008,1,2,11
20230,1,1,11
20438,1,2,11
20764,1,1,11
21378,1,2,11
21554,1,1,11
21642,1,3,11
21718,1,1,11
21764,1,2,11
22506,1,2,11
23176,1,2,11
24182,1,2,11
24422,1,2,11
25348,1,1,11
25648,1,2,11
26116,1,2,11
26732,1,2,11
3616,1,1,11
4496,1,1,11
4652,1,1,11
4694,1,2,11
4952,1,1,11
4964,1,2,11
5012,1,2,11
5130,1,1,11
5382,1,1,11
5422,1,1,11
5496,1,2,11
6046,1,1,11
6054,1,2,11
6062,1,1,11
6312,1,1,11
6888,1,1,11
6958,1,2,11
7264,1,2,11
7330,1,2,11
7530,1,2,11
7734,1,1,11
7770,1,1,11
7818,1,2,11
8006,1,1,11
8014,1,1,11
8046,1,2,11
8138,1,1,11
8238,1,1,11
8432,1,2,11
8684,1,2,11
8820,1,1,11
8984,1,1,11
9312,1,2,11
9414,1,1,11
9668,1,1,11
9906,1,2,11
9938,1,1,11
9946,1,2,11
9950,1,1,11
10936,1,2,10.95
25326,1,2,10.95
25384,1,2,10.95
25588,1,3,10.95
4664,1,2,10.95
7646,1,2,10.95
8796,1,2,10.95
11384,1,3,10.9
19560,1,3,10.9
20072,1,3,10.9
26968,1,3,10.9
6594,1,3,10.9
7426,1,3,10.9
7884,1,3,10.9
9008,1,3,10.9
9514,1,3,10.9
6288,1,3,10.9
19528,1,3,10.85
10208,1,1,10.83
10580,1,1,10.83
12444,1,1,10.83
12694,1,2,10.83
13402,1,1,10.83
13418,1,1,10.83
13500,1,1,10.83
19964,1,1,10.83
20032,1,1,10.83
20144,1,1,10.83
20944,1,1,10.83
23188,1,1,10.83
23614,1,2,10.83
23994,1,2,10.83
25796,1,1,10.83
26788,1,2,10.83
4608,1,1,10.83
4656,1,1,10.83
5620,1,2,10.83
5838,1,1,10.83
5858,1,2,10.83
6448,1,2,10.83
6824,1,2,10.83
6926,1,1,10.83
7052,1,2,10.83
7240,1,1,10.83
9522,1,2,10.83
12634,1,2,10.82
13250,1,2,10.82
16434,1,2,10.82
23262,1,2,10.82
25562,1,2,10.82
8404,1,2,10.82
9586,1,2,10.82
9708,1,2,10.82
23728,1,1,10.8
23844,1,1,10.8
24074,1,1,10.8
24274,1,1,10.8
24340,1,1,10.8
24390,1,1,10.8
25262,1,1,10.8
25356,1,1,10.8
25526,1,1,10.8
26096,1,1,10.8
7156,1,5,10.8
19372,1,1,10.79
11906,1,1,10.78
13728,1,2,10.78
14706,1,2,10.78
16166,1,2,10.78
18716,1,1,10.78
19340,1,2,10.78
19440,1,2,10.78
21090,1,1,10.78
23208,1,1,10.78
25092,1,1,10.78
25208,1,1,10.78
4948,1,2,10.78
5020,1,1,10.78
6280,1,1,10.78
7000,1,2,10.78
8042,1,1,10.78
8118,1,2,10.78
8626,1,1,10.78
10640,1,2,10.75
11444,1,2,10.75
18838,1,2,10.75
22402,1,2,10.75
23654,1,2,10.75
25228,1,2,10.75
8740,1,2,10.75
11708,1,1,10.73
11836,1,1,10.73
13896,1,2,10.73
19356,1,1,10.73
20676,1,2,10.73
5220,1,2,10.73
21190,1,2,10.72
23784,1,2,10.7
10732,1,2,10.5
11558,1,3,10.5
11652,1,3,10.5
11740,1,2,10.5
13118,1,3,10.5
13130,1,3,10.5
16418,1,2,10.5
17706,1,1,10.5
18910,1,2,10.5
18994,1,2,10.5
19468,1,3,10.5
20904,1,1,10.5
22430,1,3,10.5
22798,1,1,10.5
23536,1,3,10.5
29208,1,1,10.5
4532,1,2,10.5
4940,1,2,10.5
5240,1,2,10.5
5482,1,2,10.5
6086,1,1,10.5
6746,1,3,10.5
7410,1,2,10.5
9216,1,2,10.5
10532,1,2,10.45
11828,1,2,10.45
12114,1,2,10.45
12432,1,2,10.45
19606,1,2,10.45
19920,1,2,10.45
24230,1,2,10.45
26310,1,2,10.45
5940,1,2,10.45
6730,1,2,10.45
6828,1,2,10.45
8464,1,2,10.45
8780,1,2,10.45
8800,1,2,10.45
9754,1,2,10.45
20468,1,3,10.4
22874,1,2,10.4
24102,1,2,10.4
5024,1,3,10.4
6530,1,3,10.4
9394,1,3,10.4
7378,1,3,10.4
11914,1,2,10.2
15004,1,2,10.2
15314,1,2,10.2
15410,1,2,10.2
15868,1,2,10.2
23114,1,2,10.2
23618,1,2,10.2
5100,1,2,10.2
7826,1,2,10.2
27610,1,2,10.05
10040,1,1,10
10088,1,1,10
10104,1,2,10
10212,1,2,10
10220,1,2,10
10256,1,1,10
10264,1,2,10
10288,1,2,10
10336,1,2,10
10356,1,1,10
10388,1,1,10
10448,1,2,10
10496,1,2,10
10652,1,1,10
10664,1,2,10
10846,1,2,10
10948,1,2,10
11000,1,1,10
11052,1,2,10
11076,1,2,10
11124,1,2,10
11136,1,2,10
11148,1,2,10
11188,1,2,10
11224,1,1,10
11292,1,2,10
11320,1,1,10
11390,1,1,10
11416,1,2,10
11520,1,2,10
11536,1,2,10
11570,1,2,10
11612,1,2,10
11680,1,1,10
11728,1,2,10
11756,1,1,10
11784,1,2,10
11820,1,2,10
11858,1,2,10
12042,1,1,10
12082,1,2,10
12110,1,1,10
12142,1,1,10
12178,1,2,10
12238,1,2,10
12266,1,1,10
12324,1,1,10
12338,1,1,10
12350,1,2,10
12390,1,1,10
12398,1,1,10
12428,1,1,10
12532,1,2,10
12540,1,1,10
12588,1,2,10
12650,1,2,10
12742,1,1,10
12782,1,1,10
12850,1,1,10
13062,1,2,10
13082,1,2,10
13202,1,2,10
13210,1,2,10
13230,1,2,10
13254,1,1,10
13258,1,2,10
13262,1,1,10
13302,1,2,10
13472,1,2,10
13508,1,1,10
13704,1,2,10
13720,1,2,10
13764,1,1,10
13792,1,1,10
13820,1,1,10
13892,1,2,10
13900,1,2,10
13928,1,2,10
13988,1,2,10
14032,1,1,10
14062,1,2,10
14066,1,2,10
14112,1,1,10
14120,1,2,10
14182,1,1,10
14190,1,1,10
14198,1,2,10
14210,1,2,10
14238,1,2,10
14280,1,1,10
14334,1,2,10
14346,1,2,10
14382,1,1,10
14390,1,2,10
14398,1,2,10
14402,1,2,10
14454,1,2,10
14466,1,2,10
14482,1,2,10
14506,1,1,10
14546,1,2,10
14590,1,2,10
14610,1,1,10
14662,1,2,10
14694,1,1,10
14702,1,2,10
14746,1,2,10
14780,1,2,10
14784,1,1,10
14788,1,2,10
14844,1,2,10
14852,1,2,10
14912,1,2,10
14944,1,2,10
14996,1,1,10
15048,1,2,10
15144,1,2,10
15180,1,2,10
15188,1,2,10
15216,1,2,10
15240,1,2,10
15256,1,1,10
15274,1,2,10
15342,1,2,10
15354,1,1,10
15370,1,2,10
15402,1,2,10
15406,1,2,10
15422,1,2,10
15504,1,2,10
15544,1,2,10
15644,1,2,10
15648,1,2,10
15656,1,2,10
15684,1,2,10
15716,1,2,10
15728,1,1,10
15736,1,2,10
15740,1,2,10
15748,1,1,10
